wlbWellboreName,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbPurpose,wlbStatus,wlbContent,wlbWellType,wlbSubSea,wlbEntryDate,wlbCompletionDate,wlbField,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbBottomHoleTemperature,wlbSiteSurvey,wlbSeismicLocation,wlbMaxInclation,wlbKellyBushElevation,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbKickOffPoint,wlbAgeAtTd,wlbFormationAtTd,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMoveable,wlbLicensingActivity,wlbMultilateral,wlbPurposePlanned,wlbEntryYear,wlbCompletionYear,wlbReclassFromWellbore,wlbReentryExplorationActivity,wlbPlotSymbol,wlbFormationWithHc1,wlbAgeWithHc1,wlbFormationWithHc2,wlbAgeWithHc2,wlbFormationWithHc3,wlbAgeWithHc3,wlbDrillingDays,wlbReentry,wlbLicenceTargetName,wlbPluggedAbandonDate,wlbPluggedDate,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbPressReleaseUrl,wlbFactPageUrl,wlbFactMapUrl,wlbDiskosWellboreType,wlbDiskosWellboreParent,wlbWdssQcDate,wlbReleasedDate,wlbDateReclass,wlbNpdidWellbore,dscNpdidDiscovery,fldNpdidField,fclNpdidFacilityDrilling,wlbNpdidWellboreReclass,prlNpdidProductionLicence,wlbNpdidSiteSurvey,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD
10_2_6608,10_2_6608,Den norske stats oljeselskap a.s,128,WILDCAT,P&A,OIL_GAS,EXPLORATION, NO,28.10.1991,29.01.1992,NORNE,701-L,6608_10-2 Norne,YES,133,,NRGS 85 -NRGS84  -  451& SP. 780,4,23,3677,3678,374,,LATE TRIASSIC       ,ÅRE FM              ,NORWEGIAN SEA,ROSS RIG (2),SEMISUB STEEL,MOVEABLE,10-B,NO,WILDCAT,1991,1992,,,13,FANGST GP,MIDDLE JURASSIC,BÅT GP,EARLY JURASSIC,                    ,                    ,94,NO,,,,ED50  ,66,0,49.35,N,8,4,26.48,E,66.013708,8.074022,7321933.62,457994.68,32,6608,10, ,2,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1782,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=1782,initial             ,                                        ,21.12.2007,29.01.1994,,1782,44942,43778,294382,0,21836,,06.03.2020,10.03.2020,29.09.2020
10_3_6608,10_3_6608,Den norske stats oljeselskap a.s,128,APPRAISAL,SUSPENDED,OIL_GAS,EXPLORATION, NO,07.01.1993,11.03.1993,NORNE,753-L,6608_10-2 Norne,NO,115,,B-18-83& SP. 1345,5.5,24,2919.5,2921,382,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,ROSS RIG (2),SEMISUB STEEL,MOVEABLE,10-B,NO,APPRAISAL,1993,1993,,,13,FANGST GP,MIDDLE JURASSIC,BÅT GP,EARLY JURASSIC,                    ,                    ,64,NO,,,,ED50  ,66,2,6.66,N,8,4,57.97,E,66.035183,8.082769,7324321.37,458426.47,32,6608,10, ,3,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1732,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=1732,initial             ,                                        ,24.09.2002,11.03.1995,,1732,44942,43778,294382,0,21836,,06.03.2020,10.03.2020,29.09.2020
6608_10-3 R,10_3_6608,Den norske stats oljeselskap a.s,128,APPRAISAL,P&A,OIL_GAS,EXPLORATION, NO,08.08.1995,17.08.1995,NORNE,753-L2,6608_10-2 Norne,NO,115,,B-18-83 & SP. 1345,5.5,23,2919.5,2921,382,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,10-B,NO,APPRAISAL,1995,1995,,TESTING_PLUGGING,13,FANGST GP,MIDDLE JURASSIC,BÅT GP,EARLY JURASSIC,                    ,                    ,10,YES,,17.08.1995,,ED50  ,66,2,6.66,N,8,4,57.97,E,66.035183,8.082769,7324321.37,458426.47,32,6608,10, ,3,R,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2645,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=2645,re-entry            ,10_3_6608,24.09.2002,17.08.1997,,2645,44942,43778,296245,0,21836,,19.06.2020,03.10.2019,29.09.2020
10_4_6608,10_4_6608,Den norske stats oljeselskap a.s,128,WILDCAT,P&A,OIL_GAS,EXPLORATION, NO,15.12.1993,06.03.1994,NORNE,776-L,10_4_6608,YES,103,,ST 9203-CROSSLINE 2051& INLINE 1230,3.3,23,2800,2800,382,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,10-B,NO,WILDCAT,1993,1994,,,13,INTRA MELKE FM SS,MIDDLE JURASSIC,GARN FM,MIDDLE JURASSIC,                    ,                    ,82,NO,,,,ED50  ,66,2,25.26,N,8,9,41.74,E,66.04035,8.161594,7324847.23,462006.74,32,6608,10, ,4,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2256,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=2256,initial             ,                                        ,24.09.2002,06.03.1996,,2256,44948,43778,296245,0,21836,,06.03.2020,10.03.2020,29.09.2020
10_5_6608,10_5_6608,Den norske stats oljeselskap a.s,128,WILDCAT,P&A,DRY,EXPLORATION, NO,05.07.1995,06.08.1995,,814-L,,NO,116,,ST 9301 - INLINE 3160 & CROSSLINE 1692,9.5,23,3198,3200,340,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,10-B,NO,WILDCAT,1995,1995,,,1,,,,,                    ,                    ,33,NO,,,,ED50  ,66,10,25.69,N,8,15,3.04,E,66.173803,8.250844,7339671.1,466228.88,32,6608,10, ,5,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2578,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=2578,initial             ,                                        ,24.09.2002,06.08.1997,,2578,,,296245,0,21836,,03.10.2019,10.03.2020,29.09.2020
10_6_6608,10_6_6608,Den norske stats oljeselskap a.s,128,WILDCAT,SUSPENDED,OIL,EXPLORATION, NO,29.02.2000,14.05.2000,URD,971-L,6608_10-6 Svale,YES,75,,ST 9301- INLINE 2448 & CROSSLINE 2344,1.2,36,2115,2115,378,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,WEST NAVION,VESSEL,MOVEABLE,10-B,NO,WILDCAT,2000,2000,,,5,INTRA MELKE FM SS,MIDDLE JURASSIC,ÅRE FM,EARLY JURASSIC,                    ,                    ,76,NO,,,,ED50  ,66,3,55.95,N,8,15,26.07,E,66.065542,8.257242,7327600.5,466374.2,32,6608,10, ,6,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3260,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=3260,initial             ,                                        ,29.05.2002,14.05.2002,,3260,1030536,2834734,297082,0,21836,,06.03.2020,10.03.2020,29.09.2020
6608_10-6 R,10_6_6608,Den norske stats oljeselskap a.s,128,WILDCAT,SUSPENDED,OIL,EXPLORATION, NO,27.11.2000,02.12.2000,URD,971-L2,6608_10-6 Svale,NO,75,,ST 9301- INLINE 2448 & CROSSLINE 2344,1.2,36,2115,2115,378,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,WEST NAVION,VESSEL,MOVEABLE,10-B,NO,WILDCAT,2000,2000,,TESTING,5,INTRA MELKE FM SS,MIDDLE JURASSIC,ÅRE FM,EARLY JURASSIC,                    ,                    ,6,YES,,,,ED50  ,66,3,55.95,N,8,15,26.07,E,66.065542,8.257242,7327600.5,466374.2,32,6608,10, ,6,R,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4217,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=4217,re-entry            ,10_6_6608,18.12.2002,02.12.2002,,4217,1030536,2834734,297082,0,21836,,03.10.2019,03.10.2019,29.09.2020
6608_10-6 R2,10_6_6608,Statoil ASA (old),128,WILDCAT,P&A,OIL,EXPLORATION, NO,13.08.2001,29.08.2001,URD,971-L3,6608_10-6 Svale,NO,75,,ST 9301- INLINE 2448 & CROSSLINE 2344,1.2,31,2108,2108,378,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,BORGLAND DOLPHIN,SEMISUB STEEL,MOVEABLE,10-B,NO,WILDCAT,2001,2001,,TESTING_PLUGGING,5,INTRA MELKE FM SS,MIDDLE JURASSIC,ÅRE FM,EARLY JURASSIC,                    ,                    ,17,YES,,29.08.2001,,ED50  ,66,3,55.95,N,8,15,26.07,E,66.065542,8.257242,7327600.5,466374.2,32,6608,10, ,6,R2,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4386,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=4386,re-entry            ,6608_10-6 R                             ,20.10.2003,29.08.2003,,4386,1030536,2834734,297784,0,21836,,09.06.2020,03.10.2019,29.09.2020
10_7_6608,10_7_6608,Den norske stats oljeselskap a.s,128,APPRAISAL,P&A,OIL,EXPLORATION, NO,30.03.2001,23.05.2001,URD,1000-L,6608_10-6 Svale,NO,84,,ST9301:inline 2448 & crossline2344,3.1,31,2318,2319,377,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,BORGLAND DOLPHIN,SEMISUB STEEL,MOVEABLE,10-B,NO,APPRAISAL,2001,2001,,,5,INTRA MELKE FM SS,MIDDLE JURASSIC,ÅRE FM,EARLY JURASSIC,                    ,                    ,55,NO,,,,ED50  ,66,4,41.5,N,8,14,43.28,E,66.078194,8.245356,7329017.24,465853.1,32,6608,10, ,7,,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2001_660810-7_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4273,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=4273,initial             ,                                        ,07.11.2005,23.05.2003,,4273,1030536,2834734,297784,0,21836,,03.10.2019,10.03.2020,29.09.2020
6608_10-7 A,10_7_6608,Den norske stats oljeselskap a.s,128,APPRAISAL,WILL NEVER BE DRILLED,,EXPLORATION, NO,,,,1001-L,,NO,,,inline 2480-crossline 2218-survey ST9301,,31,,,377,,                    ,,NORWEGIAN SEA,,,,10-B,NO,APPRAISAL,0,0,,,80,,,,,,                    ,0,NO,,,,ED50  ,66,4,41.5,N,8,14,43.28,E,66.078194,8.245356,7329017.24,465853.1,32,6608,10, ,7,A,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4274,,sidetrack           ,10_7_6608,,,,4274,,,,0,21836,,03.10.2019,,29.09.2020
10_8_6608,10_8_6608,Statoil ASA (old),128,WILDCAT,P&A,OIL,EXPLORATION, NO,29.12.2001,12.04.2002,URD,1024-L,6608_10-8 Stær,YES,97,,ST9203R98- Inline1165 & Crossline2220,5.6,24,2650,2652,376,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,STENA DON,SEMISUB STEEL,MOVEABLE,10-B,NO,WILDCAT,2001,2002,,,5,INTRA MELKE FM SS,MIDDLE JURASSIC,FANGST GP,MIDDLE JURASSIC,BÅT GP              ,EARLY JURASSIC      ,105,NO,,,,ED50  ,66,3,34.07,N,8,10,42.92,E,66.059464,8.178589,7326967.49,462804.74,32,6608,10, ,8,,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2002_6608-10-8_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4439,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=4439,initial             ,                                        ,18.05.2004,12.04.2004,,4439,2074060,2834734,297649,0,21836,,06.03.2020,10.03.2020,29.09.2020
6608_10-8 A,10_8_6608,Statoil ASA (old),128,APPRAISAL,P&A,OIL,EXPLORATION, NO,12.04.2002,26.04.2002,URD,1036-L,6608_10-8 Stær,NO,94,,ST9203R98-Inline 1165 & Crossline 2220.,46.4,24,2539.5,2660,376,1340,EARLY JURASSIC      ,TILJE FM            ,NORWEGIAN SEA,STENA DON,SEMISUB STEEL,MOVEABLE,10-B,NO,APPRAISAL,2002,2002,,,5,INTRA MELKE FM SS,MIDDLE JURASSIC,FANGST GP,MIDDLE JURASSIC,BÅT GP              ,EARLY JURASSIC      ,15,NO,,,,ED50  ,66,3,34.07,N,8,10,42.92,E,66.059464,8.178589,7326967.49,462804.74,32,6608,10, ,8,A,,http:__www.npd.no_Norsk_Aktuelt_Pressemeldinger_2002_21_2002.htm,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4530,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=4530,sidetrack           ,10_8_6608,18.05.2004,26.04.2004,,4530,2074060,2834734,297649,0,21836,,03.10.2019,03.10.2019,29.09.2020
10_9_6608,10_9_6608,Statoil ASA (old),128,WILDCAT,P&A,OIL,EXPLORATION, NO,23.01.2003,18.02.2003,URD,1049-L,6608_10-9 Lerke,YES,94,,ST0103-inline 1268 & crossline 2342,0,23,2400,2400,377,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,10-B,NO,WILDCAT,2003,2003,,,5,INTRA MELKE FM SS,MIDDLE JURASSIC,,,                    ,                    ,27,NO,,,,ED50  ,66,3,44.15,N,8,13,19.57,E,66.062264,8.222103,7327254.45,464778.94,32,6608,10, ,9,,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2003_660810-9_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4668,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=4668,initial             ,                                        ,22.04.2005,18.02.2005,,4668,2391586,2834734,287983,0,21836,,06.03.2020,10.03.2020,29.09.2020
10_10_6608,10_10_6608,Statoil ASA (old),128,WILDCAT,P&A,DRY,EXPLORATION, NO,17.07.2003,07.08.2003,,1047-L,,NO,0,,ST0103- inline 1070 & crossline 2281,3.5,24,2800,2800,374,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,STENA DON,SEMISUB STEEL,MOVEABLE,10-B,NO,WILDCAT,2003,2003,,,1,,,,,                    ,                    ,22,NO,,,,ED50  ,66,4,17.9,N,8,10,11.4,E,66.071639,8.169833,7328329.75,462426.27,32,6608,10, ,10,,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2003_660810-10_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4699,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=4699,initial             ,                                        ,21.12.2007,07.08.2005,,4699,,,297649,0,21836,,03.10.2019,03.10.2019,29.09.2020
6608_10-11 S,10_11_6608,Statoil ASA (old),128,WILDCAT,P&A,GAS,EXPLORATION, NO,12.07.2006,15.08.2006,URD,1121-L,6608_10-11 S (Trost),YES,122,,ST0103 Inline 5526 & Crossline 1663,42.3,24,3243.3,3725.1,375.7,,EARLY JURASSIC      ,TILJE FM            ,NORWEGIAN SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,10-B,NO,WILDCAT,2006,2006,,,9,NOT FM,MIDDLE JURASSIC,,,                    ,                    ,35,NO,,,,ED50  ,66,0,48.68,N,8,3,14.73,E,66.013522,8.054092,7321926.37,457090.31,32,6608,10, ,11,S,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2006_660810-11S_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5386,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=5386,initial             ,                                        ,18.12.2008,15.08.2008,,5386,4055854,2834734,294382,0,21836,,03.10.2019,10.03.2020,29.09.2020
10_12_6608,10_12_6608,StatoilHydro ASA,128,WILDCAT,P&A,OIL,EXPLORATION, NO,19.10.2008,21.12.2008,SKULD,1204-L,6608_10-12 Skuld,YES,104,,ST04M17-innline 534 & crossline 3680,3.8,22,3179.3,3180,338,,LATE TRIASSIC       ,RED BEDS (INFORMAL) ,NORWEGIAN SEA,OCEAN VANGUARD,SEMISUB STEEL,MOVEABLE,10-B,NO,WILDCAT,2008,2008,,,5,LYSING FM,EARLY CRETACEOUS,ÅRE FM,EARLY JURASSIC,                    ,                    ,64,NO,,,,ED50  ,66,13,45.69,N,8,18,45.7,E,66.229358,8.312694,7345831.65,469084.89,32,6608,10, ,12,,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2009_Oljefunn-i-Norskehavet---660810-12-og-12-A_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5949,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=5949,initial             ,                                        ,23.12.2010,21.12.2010,,5949,5818165,21350124,287902,0,21836,,03.10.2019,10.03.2020,29.09.2020
6608_10-12 A,10_12_6608,StatoilHydro ASA,128,APPRAISAL,P&A,OIL,EXPLORATION, NO,25.12.2008,25.01.2009,SKULD,1223-L,6608_10-12 Skuld,NO,0,,ST04M17-innline 534 & crossline 3680,33,22,2956.3,3075,338,2052,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,OCEAN VANGUARD,SEMISUB STEEL,MOVEABLE,10-B,NO,APPRAISAL,2008,2009,,,5,ÅRE FM,EARLY JURASSIC,,,                    ,                    ,32,NO,,,,ED50  ,66,13,45.69,N,8,18,45.7,E,66.229358,8.312694,7345831.65,469084.89,32,6608,10, ,12,A,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2009_Oljefunn-i-Norskehavet---660810-12-og-12-A_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6029,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=6029,sidetrack           ,10_12_6608,25.01.2011,25.01.2011,,6029,5818165,21350124,287902,0,21836,,03.10.2019,03.10.2019,29.09.2020
10_13_6608,10_13_6608,StatoilHydro Petroleum AS,437,WILDCAT,P&A,DRY,EXPLORATION, NO,17.10.2009,07.11.2009,,1280-L,,NO,0,,3D survey ST04M14 inline 1812 & xline 2164,1.4,22,1442,1442,384,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,OCEAN VANGUARD,SEMISUB STEEL,MOVEABLE,TFO2006,NO,WILDCAT,2009,2009,,,1,,,,,                    ,                    ,20,NO,,,,ED50  ,66,0,25.47,N,8,18,10.22,E,66.007075,8.302839,7321059.92,468365.92,32,6608,10, ,13,,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2009_660810-13_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6235,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=6235,initial             ,                                        ,07.11.2011,07.11.2011,,6235,,,287902,0,4238776,,03.10.2019,03.10.2019,29.09.2020
6608_10-14 S,10_14_6608,Statoil Petroleum AS,128,WILDCAT,P&A,OIL_GAS,EXPLORATION, NO,22.02.2010,01.04.2010,SKULD,1291-L,6608_10-14 S Skuld,YES,97,,3D Survey:ST04M17-inline 821 & xline 2986,30.5,22,2771,2880,354,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,OCEAN VANGUARD,SEMISUB STEEL,MOVEABLE,10-B,NO,WILDCAT,2010,2010,,,13,INTRA MELKE FM SS,MIDDLE JURASSIC,ILE FM,MIDDLE JURASSIC,TOFTE FM            ,EARLY JURASSIC      ,39,NO,,,,ED50  ,66,8,58.46,N,8,14,45.76,E,66.149572,8.246044,7336972.86,465980,32,6608,10, ,14,S,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2010_660810-14-S_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6306,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=6306,initial             ,                                        ,01.04.2012,01.04.2012,,6306,18086080,21350124,287902,0,21836,,03.10.2019,10.03.2020,29.09.2020
10_15_6608,10_15_6608,Statoil Petroleum AS,128,WILDCAT,P&A,OIL,EXPLORATION, NO,20.08.2013,12.09.2013,URD,1466-L,6608_10-15 (Svale Nord),YES,70,,3D survey ST04M17 Inline 1264. X-line 2657,0.8,25,2030,2030,375,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,SONGA TRYM,SEMISUB STEEL,MOVEABLE,10-B,NO,WILDCAT,2013,2013,,,5,ÅRE FM,EARLY JURASSIC,MELKE FM,MIDDLE JURASSIC,                    ,                    ,24,NO,,,,ED50  ,66,5,20.78,N,8,16,41.48,E,66.089106,8.278189,7330215.93,467352.72,32,6608,10, ,15,,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2013_660810-15_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7245,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=7245,initial             ,                                        ,12.09.2015,12.09.2015,,7245,23761901,2834734,296164,0,21836,,24.09.2020,03.10.2019,29.09.2020
10_16_6608,10_16_6608,Noreco Norway AS,484,WILDCAT,P&A,SHOWS,EXPLORATION, NO,08.04.2014,13.06.2014,,1505-L,,NO,144,,NO11M02-inline 2975 & crossline 2507,2.4,25,4025,4025,371,,EARLY JURASSIC      ,ÅRE FM              ,NORWEGIAN SEA,BREDFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,TFO2007,NO,WILDCAT,2014,2014,,,12,,,,,                    ,                    ,67,NO,,,,ED50  ,66,8,38.09,N,8,4,0.71,E,66.143914,8.066864,7336451.05,457886.05,32,6608,10, ,16,,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2014_660810-16_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7404,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=7404,initial             ,                                        ,19.05.2015,19.05.2015,,7404,,,373521,0,4921632,,03.10.2019,03.10.2019,29.09.2020
6608_10-17 S,10_17_6608,Statoil Petroleum AS,128,WILDCAT,P&A,OIL_GAS,EXPLORATION, NO,04.12.2016,31.01.2017,,1643-L,6608_10-17 S (Cape Vulture),YES,0,,ST11M01 inline 6070 xline 5106,14.7,23,3294,3323,374,,EARLY CRETACEOUS    ,SPEKK FM            ,NORWEGIAN SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,10-B,NO,WILDCAT,2016,2017,,,13,LANGE FM,CRETACEOUS,LANGE FM,CRETACEOUS,                    ,                    ,59,NO,,31.01.2017,,ED50  ,66,4,16.19,N,8,3,36.03,E,66.071164,8.060008,7328347,457455.02,32,6608,10, ,17,S,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2017_660810-17-S_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=8065,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=8065,initial             ,                                        ,22.03.2019,31.01.2019,,8065,28975188,,287983,0,21836,,12.11.2019,14.11.2019,29.09.2020
10_18_6608,10_18_6608,Equinor Energy AS,128 D,APPRAISAL,P&A,OIL,EXPLORATION, NO,16.07.2018,17.08.2018,,1714-L,6608_10-17 S (Cape Vulture),NO,131,,Seismic 3D survey ST11M01. Inline 6201. Xline 5079,1.9,32,3469,3469,373,,LATE JURASSIC       ,MELKE FM            ,NORWEGIAN SEA,SONGA ENCOURAGE,SEMISUB STEEL,MOVEABLE,TFO2015,NO,APPRAISAL,2018,2018,,,5,LANGE FM,EARLY CRETACEOUS,,,                    ,                    ,33,NO,,,17.08.2018,ED50  ,66,6,9.54,N,8,4,23.11,E,66.10265,8.073086,7331847.61,458098.81,32,6608,10, ,18,,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2018_660810-18-660810-18-A-og-660810-18-B_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=8506,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=8506,initial             ,                                        ,17.08.2020,17.08.2020,,8506,28975188,,440029,0,27434543,,17.08.2020,17.08.2020,29.09.2020
6608_10-18 A,10_18_6608,Equinor Energy AS,128 D,APPRAISAL,P&A,OIL,EXPLORATION, NO,18.08.2018,15.09.2018,,1715-L,6608_10-17 S (Cape Vulture),NO,0,,Seismic 3D survey ST11M01. Inline 6201. Xline 5079,41.1,32,3146,3474,373,1365,EARLY CRETACEOUS    ,LANGE FM            ,NORWEGIAN SEA,SONGA ENCOURAGE,SEMISUB STEEL,MOVEABLE,TFO2015,NO,APPRAISAL,2018,2018,,,5,LANGE FM,EARLY CRETACEOUS,,,                    ,                    ,29,NO,,,15.09.2018,ED50  ,66,6,9.54,N,8,4,23.11,E,66.10265,8.073086,7331847.61,458098.81,32,6608,10, ,18,A,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2018_660810-18-660810-18-A-og-660810-18-B_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=8507,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=8507,sidetrack           ,10_18_6608,15.09.2020,15.09.2020,,8507,28975188,,440029,0,27434543,,15.09.2020,15.09.2020,29.09.2020
