wlbWellboreName,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbPurpose,wlbStatus,wlbContent,wlbWellType,wlbSubSea,wlbEntryDate,wlbCompletionDate,wlbField,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbBottomHoleTemperature,wlbSiteSurvey,wlbSeismicLocation,wlbMaxInclation,wlbKellyBushElevation,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbKickOffPoint,wlbAgeAtTd,wlbFormationAtTd,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMoveable,wlbLicensingActivity,wlbMultilateral,wlbPurposePlanned,wlbEntryYear,wlbCompletionYear,wlbReclassFromWellbore,wlbReentryExplorationActivity,wlbPlotSymbol,wlbFormationWithHc1,wlbAgeWithHc1,wlbFormationWithHc2,wlbAgeWithHc2,wlbFormationWithHc3,wlbAgeWithHc3,wlbDrillingDays,wlbReentry,wlbLicenceTargetName,wlbPluggedAbandonDate,wlbPluggedDate,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbPressReleaseUrl,wlbFactPageUrl,wlbFactMapUrl,wlbDiskosWellboreType,wlbDiskosWellboreParent,wlbWdssQcDate,wlbReleasedDate,wlbDateReclass,wlbNpdidWellbore,dscNpdidDiscovery,fldNpdidField,fclNpdidFacilityDrilling,wlbNpdidWellboreReclass,prlNpdidProductionLicence,wlbNpdidSiteSurvey,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD
1_2_2001,1_2_2001,Phillips Petroleum Norsk AS,143,WILDCAT,P&A,OIL,EXPLORATION, NO,20.03.1989,04.06.1989,BLANE,604-L,1_2-1 Blane,YES,147,,PW 8303A - 10   SP. 290,2,22,,3574,72,,CAMPANIAN           ,TOR FM              ,NORTH SEA,ROSS ISLE,SEMISUB STEEL,MOVEABLE,12,NO,WILDCAT,1989,1989,,,5,FORTIES FM,PALEOCENE,,,                    ,                    ,77,NO,,,,ED50  ,56,53,15.07,N,2,28,35.7,E,56.887519,2.476583,6305128.26,468106.29,31,1,2, ,1,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1382,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=1382,initial             ,                                        ,19.12.2007,04.06.1991,,1382,43814,3437650,296245,0,21956,,03.10.2019,10.03.2020,29.09.2020
1_2_2002,1_2_2002,Paladin Resources Norge AS,143 CS,WILDCAT,P&A,OIL SHOWS,EXPLORATION, NO,14.12.2005,02.02.2006,,1103-L,,NO,138,,inline 7429-trace 4824 Survey PGS CGMNOR,4.9,40,3432,3434,74,,PALEOCENE           ,EKOFISK FM          ,NORTH SEA,MÆRSK GIANT,JACK-UP 3 LEGS,MOVEABLE,12,NO,WILDCAT,2005,2006,,,12,,,,,                    ,                    ,51,NO,,,,ED50  ,56,59,32,N,2,29,47.66,E,56.992222,2.496572,6316774.33,469410.1,31,1,2, ,2,,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2006_1-2-2_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5192,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=5192,initial             ,                                        ,15.08.2008,02.02.2008,,5192,,,278245,0,2424919,,03.10.2019,03.10.2019,29.09.2020
1_3_2001,1_3_2001,A_S Norske Shell,11,WILDCAT,P&A,GAS,EXPLORATION, NO,06.07.1968,11.11.1968,,15-L,1_3_2001,YES,182,,LINE 5651  SP. E165,18,26,,4877,71,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,ORION,JACK-UP 3 LEGS,MOVEABLE,1-A,NO,WILDCAT,1968,1968,,,9,TOR FM,LATE CRETACEOUS,CROMER KNOLL GP,EARLY CRETACEOUS,                    ,                    ,129,NO,,,,ED50  ,56,51,21,N,2,51,5,E,56.855833,2.851389,6301488.86,490936.87,31,1,3, ,1,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=154,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=154,initial             ,                                        ,30.04.2010,11.11.1970,,154,43820,,288604,0,20844,,03.10.2019,10.03.2020,29.09.2020
1_3_2002,1_3_2002,A_S Norske Shell,11,WILDCAT,P&A,DRY,EXPLORATION, NO,14.05.1969,27.07.1969,,26-L,,NO,143,,LINE 5656  SP.5125,0,26,,4297,73,,EARLY CRETACEOUS    ,SOLA FM             ,NORTH SEA,SEDNETH I,SEMISUB STEEL,MOVEABLE,1-A,NO,WILDCAT,1969,1969,,,1,,,,,                    ,                    ,75,NO,,,,ED50  ,56,56,10,N,2,45,0,E,56.936111,2.75,6310443.2,484786.28,31,1,3, ,2,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=165,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=165,initial             ,                                        ,30.04.2010,27.07.1971,,165,,,288847,0,20844,,03.10.2019,10.03.2020,29.09.2020
1_3_2003,1_3_2003,Elf Petroleum Norge AS,65,WILDCAT,P&A,OIL,EXPLORATION, NO,22.08.1982,24.03.1983,TAMBAR,343-L,1_3-3 Tambar,YES,179,,8186 - 216  sp264-8186-407 sp463,0,25,4875,4876,68,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,BORGSTEN DOLPHIN,SEMISUB STEEL,MOVEABLE,6,NO,WILDCAT,1982,1983,,,5,ULA FM,LATE JURASSIC,,,                    ,                    ,215,NO,,,,ED50  ,56,57,8.56,N,2,58,54.05,E,56.952378,2.981681,6312226.32,498885.66,31,1,3, ,3,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=87,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=87,initial             ,                                        ,30.04.2010,24.03.1985,,87,43826,1028599,288334,0,21316,,03.07.2020,10.03.2020,29.09.2020
1_3_2004,1_3_2004,Elf Petroleum Norge AS,65,WILDCAT,P&A,OIL SHOWS,EXPLORATION, NO,15.02.1983,08.05.1983,,361-L,,NO,144,,8186 - 208 AND 8186 - 421 crossing of lines,0,25,3198,3198,72,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,DYVI ALPHA,SEMISUB STEEL,MOVEABLE,6,NO,WILDCAT,1983,1983,,,12,,,,,                    ,                    ,83,NO,,,,ED50  ,56,56,39.21,N,2,43,0.23,E,56.944225,2.716731,6311354.32,482765.43,31,1,3, ,4,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=2,initial             ,                                        ,30.04.2010,08.05.1985,,2,,,297514,0,21316,,03.10.2019,03.10.2019,29.09.2020
1_3_2005,1_3_2005,A_S Norske Shell,11,WILDCAT,P&A,DRY,EXPLORATION, NO,01.10.1984,11.02.1985,,435-L,,NO,172,,79111  SP. 527,0,35,4850,4850,71,,EARLY PERMIAN       ,ROTLIEGEND GP       ,NORTH SEA,NEDDRILL TRIGON,JACK-UP 3 LEGS,MOVEABLE,1-A,NO,WILDCAT,1984,1985,,,1,,,,,                    ,                    ,134,NO,,,,ED50  ,56,46,16.02,N,2,53,38.85,E,56.771117,2.894125,6292053.66,493528.57,31,1,3, ,5,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=223,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=223,initial             ,                                        ,15.02.2006,11.02.1987,,223,,,296947,0,20844,,03.10.2019,10.03.2020,29.09.2020
1_3_2006,1_3_2006,Elf Petroleum Norge AS,65,WILDCAT,P&A,GAS_CONDENSATE,EXPLORATION, NO,11.03.1991,22.06.1991,OSELVAR,669-L,1_3-6 Oselvar,YES,142,,LINJE SH 8902 - 161   SP436,4.5,25,3584,3586,72,,LATE CRETACEOUS     ,HOD FM              ,NORTH SEA,DYVI STENA,SEMISUB STEEL,MOVEABLE,6,NO,WILDCAT,1991,1991,,,17,FORTIES FM,PALEOCENE,,,                    ,                    ,104,NO,,,,ED50  ,56,56,14.92,N,2,42,20.81,E,56.937478,2.705781,6310606.04,482095.98,31,1,3, ,6,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1521,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=1521,initial             ,                                        ,19.12.2007,22.06.1993,,1521,43832,5506919,290980,0,21316,,03.07.2020,10.03.2020,29.09.2020
1_3_2007,1_3_2007,Elf Petroleum Norge AS,65,APPRAISAL,P&A,OIL,EXPLORATION, NO,13.02.1995,25.05.1995,OSELVAR,804-L,1_3-6 Oselvar,NO,136,,BPN 9202  inline 1084 & xline3062,7,44.7,3342,3345,72,,PALEOCENE           ,VÅLE FM             ,NORTH SEA,WEST EPSILON,JACK-UP 3 LEGS,MOVEABLE,6,NO,APPRAISAL,1995,1995,,,5,FORTIES FM,PALEOCENE,,,                    ,                    ,102,NO,,,,ED50  ,56,56,25.15,N,2,40,34.61,E,56.940319,2.676281,6310930.49,480302.33,31,1,3, ,7,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2505,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=2505,initial             ,                                        ,30.04.2010,25.05.1997,,2505,43832,5506919,296110,0,21316,,06.03.2020,10.03.2020,29.09.2020
1_3_2008,1_3_2008,Amoco Norway Oil Company,11,WILDCAT,P&A,SHOWS,EXPLORATION, NO,12.12.1996,27.05.1997,,855-L,,NO,179,,RANDOM LINES SH 9201 S1 OG S2,4,41,5199,5201,70,,TRIASSIC            ,SMITH BANK FM       ,NORTH SEA,TRANSOCEAN NORDIC,JACK-UP 3 LEGS,MOVEABLE,1-A,NO,WILDCAT,1996,1997,,,12,,,,,                    ,                    ,167,NO,,,,ED50  ,56,52,7.14,N,2,53,20.75,E,56.86865,2.889097,6302911.22,493238.84,31,1,3, ,8,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2829,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=2829,initial             ,                                        ,30.04.2010,27.05.1999,,2829,,,296191,0,20844,,06.03.2020,10.03.2020,29.09.2020
1_3-9 S,1_3_2009,BP Norway Limited U.A.,65,APPRAISAL,RE-CLASS TO DEV,OIL,EXPLORATION, NO,08.05.1998,31.07.1998,TAMBAR,928-L,1_3-3 Tambar,NO,168,,BPNHR97-13 X-OVER BPNHR97-22,25.9,23,4359,4516,68,,LATE JURASSIC       ,ULA FM              ,NORTH SEA,MÆRSK JUTLANDER,SEMISUB STEEL,MOVEABLE,6,NO,APPRAISAL,1998,1998,1_3-K-1   ,,5,ULA FM,LATE JURASSIC,,,                    ,                    ,85,NO,,,,ED50  ,56,58,57.97,N,2,57,31.33,E,56.982769,2.958703,6315610.11,497490,31,1,3, ,9,S,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3362,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=3362,initial             ,                                        ,30.04.2010,31.07.2000,04.06.2001,3362,43826,1028599,296353,4320,21316,,06.03.2020,10.03.2020,29.09.2020
1_3_2010,1_3_2010,DONG E&P Norge AS,274,APPRAISAL,P&A,OIL_GAS,EXPLORATION, NO,25.10.2007,07.01.2008,OSELVAR,1154-L,1_3-6 Oselvar,NO,135,,BPN 9202 R02 3D dataset inline 904 & crossline 3018,1.1,45,3288,3288,72,,PALEOCENE           ,LISTA FM            ,NORTH SEA,MÆRSK GUARDIAN,JACK-UP 3 LEGS,MOVEABLE,NST2001,NO,APPRAISAL,2007,2008,,,13,FORTIES FM,PALEOCENE,,,                    ,                    ,75,NO,,,,ED50  ,56,55,39.86,N,2,42,20.69,E,56.927739,2.705747,6309521.94,482089.29,31,1,3, ,10,,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2008_1-3-10_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5614,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=5614,initial             ,                                        ,07.01.2010,07.01.2010,,5614,43832,5506919,292114,0,2060266,,03.10.2019,03.10.2019,29.09.2020
1_3-10 A,1_3_2010,DONG E&P Norge AS,274,APPRAISAL,P&A,OIL_GAS,EXPLORATION, NO,07.01.2008,13.02.2008,OSELVAR,1168-L,1_3-6 Oselvar,NO,145,,BPN 9202 R02 3D dataset inline 904  & crossline 3018,53.8,45,3335,3632,72,2276,PALEOCENE           ,SELE FM             ,NORTH SEA,MÆRSK GUARDIAN,JACK-UP 3 LEGS,MOVEABLE,NST2001,NO,APPRAISAL,2008,2008,,,13,FORTIES FM,PALEOCENE,,,                    ,                    ,38,NO,,,,ED50  ,56,55,39.86,N,2,42,20.69,E,56.927739,2.705747,6309521.94,482089.29,31,1,3, ,10,A,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2008_Avgrensing-av-oljefunn-i-Nordsjoen1_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5779,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=5779,sidetrack           ,1_3_2010,13.02.2010,13.02.2010,,5779,43832,5506919,292114,0,2060266,,03.10.2019,10.03.2020,29.09.2020
1_3_2011,1_3_2011,DONG E&P Norge AS,274,WILDCAT,P&A,OIL,EXPLORATION, NO,28.05.2008,30.08.2008,,1179-L,1_3-11 (Ipswich),YES,140,,inline 9958 & crossline 21324 på settet VGCN0401,20.3,42,3507,3595,72,,PALEOCENE           ,EKOFISK FM          ,NORTH SEA,MÆRSK GUARDIAN,JACK-UP 3 LEGS,MOVEABLE,NST2001,NO,WILDCAT,2008,2008,,,5,FORTIES FM,PALEOCENE,,,                    ,                    ,95,NO,,,,ED50  ,56,50,58.47,N,2,43,15.43,E,56.849575,2.720953,6300817.06,482979.33,31,1,3, ,11,,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2008_13-11-og-13-11-T2,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=5806,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=5806,initial             ,                                        ,30.08.2010,30.08.2010,,5806,4999216,,292114,0,2060266,,03.10.2019,03.10.2019,29.09.2020
1_3-12 S,1_3_2012,BG Norge AS,297,WILDCAT,P&A,DRY,EXPLORATION, NO,01.12.2009,22.07.2010,,1287-L,,NO,0,,inline 9410 & crossline 19564,18,48,5868,5931,70.4,,LATE TRIASSIC       ,SKAGERRAK FM        ,NORTH SEA,ROWAN GORILLA VI,JACK-UP 3 LEGS,MOVEABLE,TFO2003,NO,WILDCAT,2009,2010,,,1,,,,,                    ,                    ,234,NO,,,,ED50  ,56,45,11.19,N,2,49,43.61,E,56.753108,2.828781,6290057.13,489529.49,31,1,3, ,12,S,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2010_Torr-bronn-i-Nordsjoen---13-12-S_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=6260,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=6260,initial             ,                                        ,03.10.2011,03.10.2011,,6260,,,375355,0,2490240,,03.10.2019,03.10.2019,29.09.2020
1_5_2001,1_5_2001,Phillips Petroleum Company Norway,18,WILDCAT,JUNKED,NOT APPLICABLE,EXPLORATION, NO,12.10.1973,19.10.1973,,99-L,,NO,0,,LINE PG 56 3445  SP.32,0,27,491,491,70,,PLIOCENE            ,NORDLAND GP         ,NORTH SEA,OCEAN VIKING,SEMISUB STEEL,MOVEABLE,1-A,NO,WILDCAT,1973,1973,,,80,,,,,                    ,                    ,8,NO,,,,ED50  ,56,34,40.5,N,2,38,28,E,56.577917,2.641111,6270600.43,477951.01,31,1,5, ,1,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=237,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=237,initial             ,                                        ,01.01.2010,19.10.1975,,237,,,296407,0,20900,,03.10.2019,10.03.2020,29.09.2020
1_5_2002,1_5_2002,Phillips Petroleum Company Norway,18,WILDCAT,P&A,OIL,EXPLORATION, NO,19.10.1973,15.04.1974,FLYNDRE,100-L,1_5-2 Flyndre,YES,0,,LINE PG 56 3445  SP.32,2,27,4287,4287,70,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,OCEAN VIKING,SEMISUB STEEL,MOVEABLE,1-A,NO,WILDCAT,1973,1974,,,5,FORTIES FM,PALEOCENE,HOD FM,CAMPANIAN,TOR FM              ,CAMPANIAN           ,179,NO,,,,ED50  ,56,34,41.59,N,2,38,30.53,E,56.578219,2.641814,6270633.9,477994.36,31,1,5, ,2,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=238,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=238,initial             ,                                        ,01.01.2010,15.04.1976,,238,43838,24635035,296407,0,20900,,18.03.2020,10.03.2020,29.09.2020
1_5-3 S,1_5_2003,Conoco Norway Inc.,144,WILDCAT,P&A,OIL,EXPLORATION, NO,10.06.1998,06.08.1998,,918-L,1_5-3 S,YES,54,,CN1_93- INLINE 1237 & X-LINE 2433,5.7,25,1565,1565,69,,MIOCENE             ,HORDALAND GP        ,NORTH SEA,BYFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,12,NO,WILDCAT,1998,1998,,,5,NO FORMAL NAME,MIOCENE,,,                    ,                    ,57,NO,,,,ED50  ,56,41,24.52,N,2,36,54.13,E,56.690144,2.615036,6283101.44,476419.16,31,1,5, ,3,S,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=3257,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=3257,initial             ,                                        ,07.01.2003,06.08.2000,,3257,3000726,,341331,0,21964,,03.10.2019,10.03.2020,29.09.2020
1_5-4 S,1_5_2004,Amerada Hess Norge AS,144,WILDCAT,P&A,OIL SHOWS,EXPLORATION, NO,15.04.2002,22.05.2002,,1034-L,,NO,120,,Il:1135 CL:2172,55.4,23,2590,3090,69,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,12,NO,WILDCAT,2002,2002,,,12,,,,,                    ,                    ,38,NO,,,,ED50  ,56,42,32,N,2,37,41,E,56.708889,2.628056,6285183.54,477227.98,31,1,5, ,4,S,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2002_15-4-S_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=4521,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=4521,initial             ,                                        ,29.06.2004,22.05.2004,,4521,,,287983,0,21964,,03.10.2019,10.03.2020,29.09.2020
1_5_2005,1_5_2005,Total E&P Norge AS,618,WILDCAT,P&A,DRY,EXPLORATION, NO,24.02.2016,16.09.2016,,1608-L,,NO,197,,Crossline 19180 in Q30_CNS_marge_3,4,48,5940,5942,70,,                    ,BRYNE FM            ,NORTH SEA,MÆRSK GALLANT,JACK-UP 3 LEGS,MOVEABLE,TFO2011,NO,WILDCAT,2016,2016,,,1,,,,,                    ,                    ,206,NO,,16.09.2016,,ED50  ,56,43,48.02,N,2,38,44.92,E,56.730006,2.645811,6287528.37,478327.19,31,1,5, ,5,,,https:__www.npd.no_fakta_nyheter_Resultat-av-leteboring_2016_15-5_,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=7874,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=7874,initial             ,                                        ,16.09.2018,16.09.2018,,7874,,,296002,0,21561689,,03.10.2019,03.10.2019,29.09.2020
1_6_2001,1_6_2001,A_S Norske Shell,11,WILDCAT,P&A,GAS_CONDENSATE,EXPLORATION, NO,10.07.1972,26.11.1972,ALBUSKJELL,75-L,1_6-1 Albuskjell,YES,166,, ,0,34,,4822,69,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,ZAPATA NORDIC,JACK-UP 3 LEGS,MOVEABLE,1-A,NO,WILDCAT,1972,1972,,,17,EKOFISK FM,PALEOCENE,TOR FM,LATE CRETACEOUS,                    ,                    ,140,NO,,,,ED50  ,56,38,2.4,N,2,59,50.3,E,56.634,2.997306,6276785.58,499834.71,31,1,6, ,1,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=239,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=239,initial             ,                                        ,02.04.2007,26.11.1974,,239,43844,43437,288928,0,20844,,03.10.2019,10.03.2020,29.09.2020
1_6_2002,1_6_2002,A_S Norske Shell,11,WILDCAT,P&A,SHOWS,EXPLORATION, NO,28.11.1972,12.01.1973,,78-L,,NO,70,, ,0,36,,3383,69,,LATE CRETACEOUS     ,HOD FM              ,NORTH SEA,ZAPATA NORDIC,JACK-UP 3 LEGS,MOVEABLE,1-A,NO,WILDCAT,1972,1973,,,12,,,,,                    ,                    ,46,NO,,,,ED50  ,56,33,50.6,N,2,51,53.2,E,56.564056,2.864778,6269008.06,491689.32,31,1,6, ,2,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=240,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=240,initial             ,                                        ,15.06.2011,12.01.1975,,240,,,288928,0,20844,,06.03.2020,10.03.2020,29.09.2020
1_6_2003,1_6_2003,A_S Norske Shell,11,APPRAISAL,P&A,GAS_CONDENSATE,EXPLORATION, NO,12.04.1974,11.09.1974,ALBUSKJELL,105-L,1_6-1 Albuskjell,NO,140,,LINE SI-6 ABs    SP.70-7,0,34,,3343,69,,LATE CRETACEOUS     ,TOR FM              ,NORTH SEA,ZAPATA NORDIC,JACK-UP 3 LEGS,MOVEABLE,1-A,NO,APPRAISAL,1974,1974,,,17,EKOFISK FM,PALEOCENE,TOR FM,LATE CRETACEOUS,                    ,                    ,143,NO,,,,ED50  ,56,38,36.4,N,2,55,49.7,E,56.643444,2.930472,6277839.03,495735.82,31,1,6, ,3,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=241,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=241,initial             ,                                        ,02.04.2007,11.09.1976,,241,43844,43437,288928,0,20844,,03.10.2019,10.03.2020,29.09.2020
1_6_2004,1_6_2004,A_S Norske Shell,11,WILDCAT,P&A,DRY,EXPLORATION, NO,29.12.1975,09.04.1976,,144-L,,NO,133,,LINE 002425   SP.6977,0,33,,3810,72,,LATE CRETACEOUS     ,TOR FM              ,NORTH SEA,CHRIS CHENERY,SEMISUB STEEL,MOVEABLE,1-A,NO,WILDCAT,1975,1976,,,1,,,,,                    ,                    ,103,NO,,,,ED50  ,56,44,52.06,N,2,42,23.64,E,56.747794,2.706567,6289490.96,482053.29,31,1,6, ,4,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=242,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=242,initial             ,                                        ,15.06.2011,09.04.1978,,242,,,288145,0,20844,,03.10.2019,10.03.2020,29.09.2020
1_6_2005,1_6_2005,Conoco Norway Inc.,144,WILDCAT,P&A,SHOWS,EXPLORATION, NO,20.07.1990,02.09.1990,,645-L,,NO,104,,CNI_88 - 36 & SP. 590,1.7,25,1854,1854,70,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,DYVI STENA,SEMISUB STEEL,MOVEABLE,12,NO,WILDCAT,1990,1990,,,12,,,,,                    ,                    ,45,NO,,,,ED50  ,56,32,21.57,N,2,48,4.77,E,56.539325,2.801325,6266264.75,487781.59,31,1,6, ,5,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1508,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=1508,initial             ,                                        ,15.06.2011,02.09.1992,,1508,,,290980,0,21964,,06.03.2020,10.03.2020,29.09.2020
1_6_2006,1_6_2006,A_S Norske Shell,11,WILDCAT,P&A,SHOWS,EXPLORATION, NO,10.02.1992,08.03.1993,,718-L,,NO,190,,ALBUSKJELL 3D KRYSS RAD 423 & KOLONNE 79,4.6,25,5562,5565,70,,TRIASSIC            ,SMITH BANK FM       ,NORTH SEA,DYVI STENA,SEMISUB STEEL,MOVEABLE,1-A,NO,WILDCAT,1992,1993,,,12,,,,,                    ,                    ,393,NO,,,,ED50  ,56,36,41.13,N,2,57,18.19,E,56.611425,2.955053,6274273.59,497241.02,31,1,6, ,6,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1839,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=1839,initial             ,                                        ,17.06.2009,08.03.1995,,1839,,,290980,0,20844,,03.10.2019,03.10.2019,29.09.2020
1_6_2007,1_6_2007,Conoco Norway Inc.,144,WILDCAT,P&A,SHOWS,EXPLORATION, NO,16.03.1992,12.07.1992,,724-L,,NO,182,,CNI_88-4A & SP. 620,31.4,22,4925,4995,68,,LATE JURASSIC       ,HAUGESUND FM        ,NORTH SEA,WEST VANGUARD,SEMISUB STEEL,MOVEABLE,12,NO,WILDCAT,1992,1992,,,12,,,,,                    ,                    ,119,NO,,,,ED50  ,56,33,20.01,N,2,54,11.18,E,56.555558,2.903106,6268058.24,494043.59,31,1,6, ,7,,, ,https:__factpages.npd.no_factpages_default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1928,https:__factmaps.npd.no_factmaps_3_0_?run=WellboreExpByNPDID&scale=100000&NPDID=1928,initial             ,                                        ,15.06.2011,12.07.1994,,1928,,,287902,0,21964,,06.03.2020,10.03.2020,29.09.2020
